st,state,a_mean,tot_emp,a_median,occ_title,group,year
ID,Idaho,25950.0,17520.0,24380,Healthcare Support Occupations,major,2013
ID,Idaho,39160.0,13020.0,35970,Protective Service Occupations,major,2013
ID,Idaho,19680.0,53210.0,18390,Food Preparation and Serving Related Occupations,major,2013
ID,Idaho,24100.0,20120.0,21940,Building and Grounds Cleaning and Maintenance Occupations,major,2013
ID,Idaho,21590.0,18880.0,18820,Personal Care and Service Occupations,major,2013
ID,Idaho,32240.0,62850.0,23660,Sales and Related Occupations,major,2013
ID,Idaho,30690.0,100080.0,28350,Office and Administrative Support Occupations,major,2013
ID,Idaho,29350.0,5990.0,22630,"Farming, Fishing, and Forestry Occupations",major,2013
ID,Idaho,37990.0,28550.0,35750,Construction and Extraction Occupations,major,2013
ID,Idaho,41110.0,25640.0,38030,"Installation, Maintenance, and Repair Occupations",major,2013
ID,Idaho,32210.0,40650.0,29350,Production Occupations,major,2013
ID,Idaho,31570.0,41640.0,28740,Transportation and Material Moving Occupations,major,2013
IL,Illinois,104410.0,343680.0,91310,Management Occupations,major,2013
IL,Illinois,71780.0,293570.0,64780,Business and Financial Operations Occupations,major,2013
IL,Illinois,78260.0,156770.0,76680,Computer and Mathematical Occupations,major,2013
IL,Illinois,75460.0,80950.0,72260,Architecture and Engineering Occupations,major,2013
IL,Illinois,69110.0,31500.0,62020,"Life, Physical, and Social Science Occupations",major,2013
IL,Illinois,46820.0,74890.0,40940,Community and Social Service Occupations,major,2013
IL,Illinois,102020.0,46580.0,73760,Legal Occupations,major,2013
IL,Illinois,52480.0,407860.0,45930,"Education, Training, and Library Occupations",major,2013
IL,Illinois,53480.0,66630.0,43870,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
IL,Illinois,72200.0,324350.0,59790,Healthcare Practitioners and Technical Occupations,major,2013
IL,Illinois,28260.0,170300.0,25220,Healthcare Support Occupations,major,2013
IL,Illinois,47640.0,145530.0,37910,Protective Service Occupations,major,2013
IL,Illinois,21590.0,458830.0,19140,Food Preparation and Serving Related Occupations,major,2013
IL,Illinois,27120.0,189110.0,23920,Building and Grounds Cleaning and Maintenance Occupations,major,2013
IL,Illinois,25770.0,153120.0,21660,Personal Care and Service Occupations,major,2013
IL,Illinois,40720.0,605440.0,26000,Sales and Related Occupations,major,2013
IL,Illinois,35680.0,884170.0,32470,Office and Administrative Support Occupations,major,2013
IL,Illinois,31620.0,5840.0,26800,"Farming, Fishing, and Forestry Occupations",major,2013
IL,Illinois,57550.0,176630.0,57800,Construction and Extraction Occupations,major,2013
IL,Illinois,47050.0,193410.0,44690,"Installation, Maintenance, and Repair Occupations",major,2013
IL,Illinois,35390.0,437280.0,31740,Production Occupations,major,2013
IL,Illinois,34730.0,458260.0,29280,Transportation and Material Moving Occupations,major,2013
IN,Indiana,92290.0,125390.0,80300,Management Occupations,major,2013
IN,Indiana,62110.0,103500.0,55740,Business and Financial Operations Occupations,major,2013
IN,Indiana,68150.0,49530.0,65210,Computer and Mathematical Occupations,major,2013
IN,Indiana,68980.0,49200.0,66150,Architecture and Engineering Occupations,major,2013
IN,Indiana,57990.0,22590.0,47450,"Life, Physical, and Social Science Occupations",major,2013
IN,Indiana,41550.0,31360.0,37690,Community and Social Service Occupations,major,2013
IN,Indiana,74360.0,15060.0,56090,Legal Occupations,major,2013
IN,Indiana,45330.0,157620.0,41160,"Education, Training, and Library Occupations",major,2013
IN,Indiana,40530.0,31010.0,34540,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
IN,Indiana,67980.0,180780.0,53370,Healthcare Practitioners and Technical Occupations,major,2013
IN,Indiana,26690.0,83440.0,24340,Healthcare Support Occupations,major,2013
IN,Indiana,36890.0,58460.0,34480,Protective Service Occupations,major,2013
IN,Indiana,19820.0,266170.0,18460,Food Preparation and Serving Related Occupations,major,2013
IN,Indiana,24450.0,85670.0,22120,Building and Grounds Cleaning and Maintenance Occupations,major,2013
IN,Indiana,22600.0,71110.0,19450,Personal Care and Service Occupations,major,2013
IN,Indiana,34960.0,288600.0,23560,Sales and Related Occupations,major,2013
IN,Indiana,32100.0,403660.0,29720,Office and Administrative Support Occupations,major,2013
IN,Indiana,29300.0,3380.0,26420,"Farming, Fishing, and Forestry Occupations",major,2013
IN,Indiana,48430.0,111850.0,44800,Construction and Extraction Occupations,major,2013
IN,Indiana,43410.0,121330.0,41030,"Installation, Maintenance, and Repair Occupations",major,2013
IN,Indiana,33950.0,346100.0,30580,Production Occupations,major,2013
IN,Indiana,32960.0,248440.0,28920,Transportation and Material Moving Occupations,major,2013
IA,Iowa,86490.0,74110.0,76230,Management Occupations,major,2013
IA,Iowa,59800.0,62880.0,55770,Business and Financial Operations Occupations,major,2013
IA,Iowa,69050.0,31650.0,67250,Computer and Mathematical Occupations,major,2013
IA,Iowa,65260.0,18320.0,63020,Architecture and Engineering Occupations,major,2013
IA,Iowa,56080.0,12290.0,51750,"Life, Physical, and Social Science Occupations",major,2013
IA,Iowa,39470.0,23060.0,36420,Community and Social Service Occupations,major,2013
IA,Iowa,74420.0,7580.0,55160,Legal Occupations,major,2013
IA,Iowa,46010.0,98470.0,40600,"Education, Training, and Library Occupations",major,2013
IA,Iowa,38260.0,18790.0,32110,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
IA,Iowa,66510.0,83660.0,52070,Healthcare Practitioners and Technical Occupations,major,2013
IA,Iowa,27430.0,45180.0,25110,Healthcare Support Occupations,major,2013
IA,Iowa,41490.0,21470.0,40780,Protective Service Occupations,major,2013
IA,Iowa,19820.0,127070.0,18480,Food Preparation and Serving Related Occupations,major,2013
IA,Iowa,24750.0,46320.0,22420,Building and Grounds Cleaning and Maintenance Occupations,major,2013
IA,Iowa,22760.0,43030.0,20150,Personal Care and Service Occupations,major,2013
IA,Iowa,33650.0,152990.0,23060,Sales and Related Occupations,major,2013
IA,Iowa,32220.0,215720.0,30190,Office and Administrative Support Occupations,major,2013
IA,Iowa,31780.0,5610.0,29080,"Farming, Fishing, and Forestry Occupations",major,2013
IA,Iowa,41240.0,58510.0,38360,Construction and Extraction Occupations,major,2013
IA,Iowa,41630.0,64600.0,39770,"Installation, Maintenance, and Repair Occupations",major,2013
IA,Iowa,33440.0,154370.0,31550,Production Occupations,major,2013
IA,Iowa,32980.0,125940.0,30200,Transportation and Material Moving Occupations,major,2013
KS,Kansas,97180.0,57500.0,84410,Management Occupations,major,2013
KS,Kansas,64440.0,59440.0,58240,Business and Financial Operations Occupations,major,2013
KS,Kansas,71180.0,30140.0,66770,Computer and Mathematical Occupations,major,2013
KS,Kansas,72520.0,23130.0,69530,Architecture and Engineering Occupations,major,2013
KS,Kansas,60070.0,8960.0,52830,"Life, Physical, and Social Science Occupations",major,2013
KS,Kansas,38760.0,15730.0,36630,Community and Social Service Occupations,major,2013
KS,Kansas,75890.0,7250.0,57790,Legal Occupations,major,2013
KS,Kansas,41620.0,89230.0,39130,"Education, Training, and Library Occupations",major,2013
KS,Kansas,39200.0,16770.0,33580,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
KS,Kansas,67860.0,77480.0,53010,Healthcare Practitioners and Technical Occupations,major,2013
KS,Kansas,25970.0,42820.0,23490,Healthcare Support Occupations,major,2013
KS,Kansas,38670.0,28630.0,34770,Protective Service Occupations,major,2013
KS,Kansas,19660.0,116150.0,18380,Food Preparation and Serving Related Occupations,major,2013
KS,Kansas,24000.0,42880.0,21540,Building and Grounds Cleaning and Maintenance Occupations,major,2013
KS,Kansas,22590.0,44120.0,20070,Personal Care and Service Occupations,major,2013
KS,Kansas,36580.0,133210.0,23810,Sales and Related Occupations,major,2013
KS,Kansas,32020.0,220540.0,29560,Office and Administrative Support Occupations,major,2013
KS,Kansas,28920.0,3550.0,26580,"Farming, Fishing, and Forestry Occupations",major,2013
KS,Kansas,40900.0,56060.0,36700,Construction and Extraction Occupations,major,2013
KS,Kansas,43490.0,57190.0,40870,"Installation, Maintenance, and Repair Occupations",major,2013
KS,Kansas,35960.0,109680.0,32030,Production Occupations,major,2013
KS,Kansas,33640.0,95990.0,29430,Transportation and Material Moving Occupations,major,2013
KY,Kentucky,88440.0,80390.0,77450,Management Occupations,major,2013
KY,Kentucky,58300.0,63530.0,52370,Business and Financial Operations Occupations,major,2013
KY,Kentucky,62870.0,28930.0,59330,Computer and Mathematical Occupations,major,2013
KY,Kentucky,67950.0,23830.0,65880,Architecture and Engineering Occupations,major,2013
KY,Kentucky,51970.0,9320.0,47250,"Life, Physical, and Social Science Occupations",major,2013
KY,Kentucky,39050.0,25190.0,36280,Community and Social Service Occupations,major,2013
KY,Kentucky,70590.0,9490.0,54250,Legal Occupations,major,2013
KY,Kentucky,49100.0,109160.0,47750,"Education, Training, and Library Occupations",major,2013
KY,Kentucky,38650.0,15500.0,33250,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
KY,Kentucky,65420.0,117860.0,52870,Healthcare Practitioners and Technical Occupations,major,2013
KY,Kentucky,26290.0,51950.0,24390,Healthcare Support Occupations,major,2013
KY,Kentucky,33600.0,36610.0,29910,Protective Service Occupations,major,2013
KY,Kentucky,19420.0,167790.0,18290,Food Preparation and Serving Related Occupations,major,2013
KY,Kentucky,23040.0,50570.0,20720,Building and Grounds Cleaning and Maintenance Occupations,major,2013
KY,Kentucky,22190.0,46950.0,19400,Personal Care and Service Occupations,major,2013
KY,Kentucky,32980.0,172770.0,22450,Sales and Related Occupations,major,2013
KY,Kentucky,31320.0,276170.0,29110,Office and Administrative Support Occupations,major,2013
KY,Kentucky,25840.0,4330.0,23220,"Farming, Fishing, and Forestry Occupations",major,2013
KY,Kentucky,41040.0,65710.0,37810,Construction and Extraction Occupations,major,2013
KY,Kentucky,42100.0,80600.0,38790,"Installation, Maintenance, and Repair Occupations",major,2013
KY,Kentucky,34130.0,185200.0,30860,Production Occupations,major,2013
KY,Kentucky,33770.0,160990.0,28210,Transportation and Material Moving Occupations,major,2013
LA,Louisiana,91770.0,79930.0,76770,Management Occupations,major,2013
LA,Louisiana,58000.0,61470.0,52610,Business and Financial Operations Occupations,major,2013
LA,Louisiana,63190.0,19410.0,58990,Computer and Mathematical Occupations,major,2013
LA,Louisiana,77440.0,34000.0,70420,Architecture and Engineering Occupations,major,2013
LA,Louisiana,63390.0,10850.0,56530,"Life, Physical, and Social Science Occupations",major,2013
LA,Louisiana,40750.0,24190.0,39140,Community and Social Service Occupations,major,2013
LA,Louisiana,81840.0,13850.0,59780,Legal Occupations,major,2013
LA,Louisiana,44870.0,106220.0,44840,"Education, Training, and Library Occupations",major,2013
LA,Louisiana,47210.0,18880.0,37200,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
LA,Louisiana,61260.0,120510.0,50680,Healthcare Practitioners and Technical Occupations,major,2013
LA,Louisiana,23200.0,59670.0,21530,Healthcare Support Occupations,major,2013
LA,Louisiana,35450.0,55500.0,32140,Protective Service Occupations,major,2013
LA,Louisiana,20100.0,171850.0,18320,Food Preparation and Serving Related Occupations,major,2013
LA,Louisiana,21800.0,57050.0,19590,Building and Grounds Cleaning and Maintenance Occupations,major,2013
LA,Louisiana,21140.0,64880.0,18640,Personal Care and Service Occupations,major,2013
LA,Louisiana,30990.0,212270.0,22440,Sales and Related Occupations,major,2013
LA,Louisiana,30490.0,287430.0,27980,Office and Administrative Support Occupations,major,2013
LA,Louisiana,32190.0,3200.0,29880,"Farming, Fishing, and Forestry Occupations",major,2013
LA,Louisiana,39500.0,116920.0,36430,Construction and Extraction Occupations,major,2013
LA,Louisiana,41200.0,100510.0,37830,"Installation, Maintenance, and Repair Occupations",major,2013
LA,Louisiana,41100.0,117210.0,36680,Production Occupations,major,2013
LA,Louisiana,35900.0,149500.0,29840,Transportation and Material Moving Occupations,major,2013
ME,Maine,85980.0,32530.0,75640,Management Occupations,major,2013
ME,Maine,60120.0,22120.0,55420,Business and Financial Operations Occupations,major,2013
ME,Maine,65910.0,9620.0,62220,Computer and Mathematical Occupations,major,2013
ME,Maine,70280.0,8860.0,68580,Architecture and Engineering Occupations,major,2013
ME,Maine,58400.0,4190.0,51820,"Life, Physical, and Social Science Occupations",major,2013
ME,Maine,41150.0,11860.0,37680,Community and Social Service Occupations,major,2013
ME,Maine,71410.0,3370.0,56080,Legal Occupations,major,2013
ME,Maine,45460.0,40830.0,41310,"Education, Training, and Library Occupations",major,2013
ME,Maine,37270.0,7360.0,30950,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
ME,Maine,75740.0,39940.0,59940,Healthcare Practitioners and Technical Occupations,major,2013
ME,Maine,27540.0,21430.0,25920,Healthcare Support Occupations,major,2013
ME,Maine,35790.0,11950.0,33470,Protective Service Occupations,major,2013
ME,Maine,22020.0,53700.0,19270,Food Preparation and Serving Related Occupations,major,2013
ME,Maine,25990.0,20890.0,24170,Building and Grounds Cleaning and Maintenance Occupations,major,2013
ME,Maine,23840.0,20070.0,21500,Personal Care and Service Occupations,major,2013
ME,Maine,31300.0,59450.0,23280,Sales and Related Occupations,major,2013
ME,Maine,32560.0,93320.0,30730,Office and Administrative Support Occupations,major,2013
ME,Maine,32230.0,2120.0,31480,"Farming, Fishing, and Forestry Occupations",major,2013
ME,Maine,39000.0,23830.0,36650,Construction and Extraction Occupations,major,2013
ME,Maine,42760.0,24900.0,41020,"Installation, Maintenance, and Repair Occupations",major,2013
ME,Maine,37050.0,35410.0,34410,Production Occupations,major,2013
ME,Maine,32250.0,34680.0,29240,Transportation and Material Moving Occupations,major,2013
MD,Maryland,119680.0,145790.0,109200,Management Occupations,major,2013
MD,Maryland,77070.0,164940.0,71570,Business and Financial Operations Occupations,major,2013
MD,Maryland,92250.0,114480.0,89010,Computer and Mathematical Occupations,major,2013
MD,Maryland,90010.0,58480.0,84860,Architecture and Engineering Occupations,major,2013
MD,Maryland,82360.0,41810.0,75080,"Life, Physical, and Social Science Occupations",major,2013
MD,Maryland,47900.0,38260.0,44670,Community and Social Service Occupations,major,2013
MD,Maryland,89510.0,23590.0,65500,Legal Occupations,major,2013
MD,Maryland,56890.0,169260.0,52740,"Education, Training, and Library Occupations",major,2013
MD,Maryland,56630.0,32000.0,49010,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
MD,Maryland,82520.0,153240.0,69340,Healthcare Practitioners and Technical Occupations,major,2013
MD,Maryland,30650.0,69120.0,28550,Healthcare Support Occupations,major,2013
MD,Maryland,45890.0,71220.0,41870,Protective Service Occupations,major,2013
MD,Maryland,21930.0,210690.0,18980,Food Preparation and Serving Related Occupations,major,2013
MD,Maryland,26880.0,81700.0,24390,Building and Grounds Cleaning and Maintenance Occupations,major,2013
MD,Maryland,27020.0,73600.0,23000,Personal Care and Service Occupations,major,2013
MD,Maryland,37590.0,252720.0,25070,Sales and Related Occupations,major,2013
MD,Maryland,37860.0,403780.0,35320,Office and Administrative Support Occupations,major,2013
MD,Maryland,30700.0,1840.0,29370,"Farming, Fishing, and Forestry Occupations",major,2013
MD,Maryland,45110.0,106920.0,40840,Construction and Extraction Occupations,major,2013
MD,Maryland,46820.0,97800.0,44770,"Installation, Maintenance, and Repair Occupations",major,2013
MD,Maryland,37060.0,80950.0,33850,Production Occupations,major,2013
MD,Maryland,35290.0,142290.0,31440,Transportation and Material Moving Occupations,major,2013
MA,Massachusetts,122670.0,223090.0,107020,Management Occupations,major,2013
MA,Massachusetts,79820.0,194700.0,71130,Business and Financial Operations Occupations,major,2013
MA,Massachusetts,91990.0,134530.0,88100,Computer and Mathematical Occupations,major,2013
MA,Massachusetts,84020.0,70980.0,78980,Architecture and Engineering Occupations,major,2013
MA,Massachusetts,77310.0,49670.0,67090,"Life, Physical, and Social Science Occupations",major,2013
MA,Massachusetts,46580.0,72370.0,42860,Community and Social Service Occupations,major,2013
MA,Massachusetts,109250.0,25520.0,83370,Legal Occupations,major,2013
MA,Massachusetts,61860.0,221640.0,56620,"Education, Training, and Library Occupations",major,2013
MA,Massachusetts,56390.0,46350.0,49470,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
MA,Massachusetts,83310.0,230520.0,71440,Healthcare Practitioners and Technical Occupations,major,2013
MA,Massachusetts,33220.0,103640.0,30440,Healthcare Support Occupations,major,2013
MA,Massachusetts,49320.0,76430.0,48530,Protective Service Occupations,major,2013
MA,Massachusetts,25270.0,284570.0,21870,Food Preparation and Serving Related Occupations,major,2013
MA,Massachusetts,32120.0,102600.0,30300,Building and Grounds Cleaning and Maintenance Occupations,major,2013
MA,Massachusetts,29690.0,96900.0,26090,Personal Care and Service Occupations,major,2013
MA,Massachusetts,45070.0,319500.0,27850,Sales and Related Occupations,major,2013
MA,Massachusetts,40140.0,492890.0,37840,Office and Administrative Support Occupations,major,2013
MA,Massachusetts,30900.0,1530.0,27280,"Farming, Fishing, and Forestry Occupations",major,2013
MA,Massachusetts,56660.0,99450.0,53790,Construction and Extraction Occupations,major,2013
MA,Massachusetts,50900.0,95130.0,48360,"Installation, Maintenance, and Repair Occupations",major,2013
MA,Massachusetts,38630.0,159290.0,35300,Production Occupations,major,2013
MA,Massachusetts,35490.0,156580.0,31990,Transportation and Material Moving Occupations,major,2013
MI,Michigan,102290.0,194940.0,90820,Management Occupations,major,2013
MI,Michigan,65590.0,175620.0,60580,Business and Financial Operations Occupations,major,2013
MI,Michigan,70050.0,98570.0,67970,Computer and Mathematical Occupations,major,2013
MI,Michigan,74560.0,120260.0,72990,Architecture and Engineering Occupations,major,2013
MI,Michigan,58900.0,27880.0,50790,"Life, Physical, and Social Science Occupations",major,2013
MI,Michigan,44940.0,56020.0,43320,Community and Social Service Occupations,major,2013
MI,Michigan,90700.0,23370.0,70940,Legal Occupations,major,2013
MI,Michigan,51570.0,247000.0,44470,"Education, Training, and Library Occupations",major,2013
MI,Michigan,45960.0,46170.0,41340,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
MI,Michigan,71960.0,262450.0,60140,Healthcare Practitioners and Technical Occupations,major,2013
MI,Michigan,27220.0,144490.0,26050,Healthcare Support Occupations,major,2013
MI,Michigan,42440.0,76490.0,41570,Protective Service Occupations,major,2013
MI,Michigan,20820.0,355560.0,18760,Food Preparation and Serving Related Occupations,major,2013
MI,Michigan,25560.0,122510.0,22950,Building and Grounds Cleaning and Maintenance Occupations,major,2013
MI,Michigan,23900.0,103420.0,20790,Personal Care and Service Occupations,major,2013
MI,Michigan,36140.0,417130.0,24760,Sales and Related Occupations,major,2013
MI,Michigan,33570.0,606960.0,31190,Office and Administrative Support Occupations,major,2013
MI,Michigan,29760.0,5040.0,25220,"Farming, Fishing, and Forestry Occupations",major,2013
MI,Michigan,46870.0,114680.0,44240,Construction and Extraction Occupations,major,2013
MI,Michigan,43180.0,149500.0,40490,"Installation, Maintenance, and Repair Occupations",major,2013
MI,Michigan,36390.0,411600.0,33340,Production Occupations,major,2013
MI,Michigan,33960.0,239130.0,29750,Transportation and Material Moving Occupations,major,2013
MN,Minnesota,107130.0,163930.0,95750,Management Occupations,major,2013
MN,Minnesota,66270.0,155890.0,61390,Business and Financial Operations Occupations,major,2013
MN,Minnesota,78830.0,84520.0,75860,Computer and Mathematical Occupations,major,2013
MN,Minnesota,73740.0,49660.0,70330,Architecture and Engineering Occupations,major,2013
MN,Minnesota,66350.0,23980.0,59970,"Life, Physical, and Social Science Occupations",major,2013
MN,Minnesota,44270.0,49810.0,41170,Community and Social Service Occupations,major,2013
MN,Minnesota,96710.0,18150.0,77070,Legal Occupations,major,2013
MN,Minnesota,51740.0,154240.0,45150,"Education, Training, and Library Occupations",major,2013
MN,Minnesota,48780.0,38590.0,44210,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
MN,Minnesota,75580.0,158240.0,64350,Healthcare Practitioners and Technical Occupations,major,2013
MN,Minnesota,29020.0,94320.0,27010,Healthcare Support Occupations,major,2013
MN,Minnesota,44550.0,44020.0,38970,Protective Service Occupations,major,2013
MN,Minnesota,20800.0,228190.0,18710,Food Preparation and Serving Related Occupations,major,2013
MN,Minnesota,26430.0,79650.0,23790,Building and Grounds Cleaning and Maintenance Occupations,major,2013
MN,Minnesota,24560.0,108130.0,22470,Personal Care and Service Occupations,major,2013
MN,Minnesota,39080.0,272240.0,26270,Sales and Related Occupations,major,2013
MN,Minnesota,36180.0,405140.0,34660,Office and Administrative Support Occupations,major,2013
MN,Minnesota,30910.0,3530.0,28440,"Farming, Fishing, and Forestry Occupations",major,2013
MN,Minnesota,51690.0,85170.0,49860,Construction and Extraction Occupations,major,2013
MN,Minnesota,45160.0,91940.0,43350,"Installation, Maintenance, and Repair Occupations",major,2013
MN,Minnesota,35790.0,216090.0,33730,Production Occupations,major,2013
MN,Minnesota,35830.0,163120.0,32510,Transportation and Material Moving Occupations,major,2013
MS,Mississippi,82830.0,49010.0,70710,Management Occupations,major,2013
MS,Mississippi,55170.0,27060.0,50380,Business and Financial Operations Occupations,major,2013
MS,Mississippi,60510.0,10490.0,57680,Computer and Mathematical Occupations,major,2013
MS,Mississippi,65530.0,14090.0,61490,Architecture and Engineering Occupations,major,2013
MS,Mississippi,58850.0,6540.0,51510,"Life, Physical, and Social Science Occupations",major,2013
MS,Mississippi,38080.0,11710.0,34730,Community and Social Service Occupations,major,2013
MS,Mississippi,71150.0,5000.0,48370,Legal Occupations,major,2013
MS,Mississippi,39880.0,75730.0,37720,"Education, Training, and Library Occupations",major,2013
MS,Mississippi,39540.0,7730.0,34320,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
MS,Mississippi,61460.0,73870.0,48770,Healthcare Practitioners and Technical Occupations,major,2013
MS,Mississippi,22910.0,34660.0,21190,Healthcare Support Occupations,major,2013
MS,Mississippi,29250.0,33260.0,26810,Protective Service Occupations,major,2013
MS,Mississippi,18880.0,100800.0,18060,Food Preparation and Serving Related Occupations,major,2013
MS,Mississippi,21380.0,35170.0,19140,Building and Grounds Cleaning and Maintenance Occupations,major,2013
MS,Mississippi,22300.0,26470.0,18640,Personal Care and Service Occupations,major,2013
MS,Mississippi,28640.0,112190.0,20920,Sales and Related Occupations,major,2013
MS,Mississippi,29910.0,161260.0,27250,Office and Administrative Support Occupations,major,2013
MS,Mississippi,29980.0,4330.0,29010,"Farming, Fishing, and Forestry Occupations",major,2013
MS,Mississippi,35530.0,50470.0,32910,Construction and Extraction Occupations,major,2013
MS,Mississippi,38410.0,50060.0,34750,"Installation, Maintenance, and Repair Occupations",major,2013
MS,Mississippi,31580.0,106160.0,28290,Production Occupations,major,2013
MS,Mississippi,30210.0,87520.0,26040,Transportation and Material Moving Occupations,major,2013
MO,Missouri,94990.0,135510.0,81560,Management Occupations,major,2013
MO,Missouri,63090.0,125170.0,56680,Business and Financial Operations Occupations,major,2013
MO,Missouri,72690.0,74310.0,70430,Computer and Mathematical Occupations,major,2013
MO,Missouri,72640.0,34830.0,69410,Architecture and Engineering Occupations,major,2013
MO,Missouri,60870.0,16100.0,53780,"Life, Physical, and Social Science Occupations",major,2013
MO,Missouri,39080.0,36960.0,36250,Community and Social Service Occupations,major,2013
MO,Missouri,88350.0,17790.0,68250,Legal Occupations,major,2013
MO,Missouri,46540.0,154580.0,40540,"Education, Training, and Library Occupations",major,2013
MO,Missouri,44850.0,33700.0,37720,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
MO,Missouri,64660.0,181210.0,52650,Healthcare Practitioners and Technical Occupations,major,2013
MO,Missouri,25550.0,78400.0,23340,Healthcare Support Occupations,major,2013
MO,Missouri,37200.0,57430.0,31470,Protective Service Occupations,major,2013
MO,Missouri,20030.0,252780.0,18460,Food Preparation and Serving Related Occupations,major,2013
MO,Missouri,24750.0,82750.0,22040,Building and Grounds Cleaning and Maintenance Occupations,major,2013
MO,Missouri,22160.0,84200.0,19290,Personal Care and Service Occupations,major,2013
MO,Missouri,34020.0,265940.0,23220,Sales and Related Occupations,major,2013
MO,Missouri,32900.0,435130.0,30070,Office and Administrative Support Occupations,major,2013
MO,Missouri,25970.0,5630.0,22440,"Farming, Fishing, and Forestry Occupations",major,2013
MO,Missouri,48780.0,93830.0,47050,Construction and Extraction Occupations,major,2013
MO,Missouri,41380.0,105160.0,38510,"Installation, Maintenance, and Repair Occupations",major,2013
MO,Missouri,33790.0,191620.0,30230,Production Occupations,major,2013
MO,Missouri,32410.0,176070.0,28920,Transportation and Material Moving Occupations,major,2013
MT,Montana,78850.0,14560.0,71700,Management Occupations,major,2013
MT,Montana,57740.0,16940.0,50700,Business and Financial Operations Occupations,major,2013
MT,Montana,57340.0,6950.0,53280,Computer and Mathematical Occupations,major,2013
MT,Montana,63910.0,6750.0,61080,Architecture and Engineering Occupations,major,2013
MT,Montana,54590.0,7500.0,47250,"Life, Physical, and Social Science Occupations",major,2013
MT,Montana,36240.0,9720.0,33570,Community and Social Service Occupations,major,2013
MT,Montana,60390.0,3350.0,48680,Legal Occupations,major,2013
MT,Montana,43110.0,28840.0,38240,"Education, Training, and Library Occupations",major,2013
MT,Montana,34370.0,6530.0,28510,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
MT,Montana,68370.0,28100.0,56020,Healthcare Practitioners and Technical Occupations,major,2013
MT,Montana,26960.0,10960.0,25390,Healthcare Support Occupations,major,2013
MT,Montana,38710.0,8510.0,35590,Protective Service Occupations,major,2013
MT,Montana,20750.0,45970.0,18780,Food Preparation and Serving Related Occupations,major,2013
MT,Montana,24490.0,17410.0,22050,Building and Grounds Cleaning and Maintenance Occupations,major,2013
MT,Montana,24060.0,13890.0,21550,Personal Care and Service Occupations,major,2013
MT,Montana,32510.0,49070.0,23370,Sales and Related Occupations,major,2013
MT,Montana,31100.0,68530.0,28300,Office and Administrative Support Occupations,major,2013
MT,Montana,30870.0,1840.0,27720,"Farming, Fishing, and Forestry Occupations",major,2013
MT,Montana,44450.0,27260.0,41500,Construction and Extraction Occupations,major,2013
MT,Montana,42240.0,19940.0,38390,"Installation, Maintenance, and Repair Occupations",major,2013
MT,Montana,35780.0,18060.0,30970,Production Occupations,major,2013
MT,Montana,35780.0,28440.0,31760,Transportation and Material Moving Occupations,major,2013
NE,Nebraska,97120.0,34640.0,84920,Management Occupations,major,2013
NE,Nebraska,62310.0,43170.0,56890,Business and Financial Operations Occupations,major,2013
NE,Nebraska,70460.0,25610.0,67730,Computer and Mathematical Occupations,major,2013
NE,Nebraska,66490.0,11170.0,63160,Architecture and Engineering Occupations,major,2013
NE,Nebraska,57520.0,6560.0,52600,"Life, Physical, and Social Science Occupations",major,2013
NE,Nebraska,35430.0,14730.0,32530,Community and Social Service Occupations,major,2013
NE,Nebraska,73030.0,5190.0,57370,Legal Occupations,major,2013
NE,Nebraska,44480.0,58480.0,42160,"Education, Training, and Library Occupations",major,2013
NE,Nebraska,39670.0,11330.0,35790,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2013
NE,Nebraska,65440.0,56320.0,52880,Healthcare Practitioners and Technical Occupations,major,2013
NE,Nebraska,27310.0,25020.0,25700,Healthcare Support Occupations,major,2013
NE,Nebraska,40780.0,15670.0,36260,Protective Service Occupations,major,2013
NE,Nebraska,19620.0,79520.0,18370,Food Preparation and Serving Related Occupations,major,2013
NE,Nebraska,23740.0,26940.0,21810,Building and Grounds Cleaning and Maintenance Occupations,major,2013
NE,Nebraska,23270.0,22010.0,20140,Personal Care and Service Occupations,major,2013
NE,Nebraska,34030.0,98800.0,23860,Sales and Related Occupations,major,2013
NE,Nebraska,31430.0,152270.0,29040,Office and Administrative Support Occupations,major,2013
NE,Nebraska,29380.0,3360.0,27540,"Farming, Fishing, and Forestry Occupations",major,2013
NE,Nebraska,38820.0,38330.0,35080,Construction and Extraction Occupations,major,2013
NE,Nebraska,41510.0,39500.0,38660,"Installation, Maintenance, and Repair Occupations",major,2013
NE,Nebraska,32980.0,77970.0,30230,Production Occupations,major,2013
